,id,title,sub_title,status,poster_path,summary,authors,type,genres,nsfw,total_chapter
98,65a78c47f64a55128b4a069c,Yuusha to Yobareta Nochi ni: Soshite Musou Otoko wa Kazoku wo Tsukuru,勇者と呼ばれた後に ―そして無双男は家族を創る― • Yuusha to Yobareta Nochi ni - Soshite Musou Otoko wa Kazoku wo Tsukuru,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a78c47f64a55128b4a069c/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165702Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=7c7274273833f17bcfff2a66dc320f84b9354f31e0a5a024ff6dea30dfa4727a,"In a world where humans and demons clash — the one who decimated the Demon Lord’s army was a lone hero named Lloyd. Possessing power so immense that he was said by the Demon Lord to be near godlike, after the war, Lloyd was appointed by the king to be the lord of a remote territory and was sent far away. Furthermore, he was tasked with subduing the Emperor Dragon residing in that land, which he quickly defeated. However, the defeated dragon transformed into a beautiful woman and chose to become Lloyd’s companion!? This is the story of a man, hailed as the strongest, yet unable to recognize his own worth, finding a “family”.

",[''],japan,"['Action', 'Ecchi', 'Fantasy', 'Manga', 'Romance', 'Shounen', 'Drama']",True,40
99,65a78a02f64a55128b4a045a,I'm Going to Be the Child Actor in This Life,Acting the Child Role at the Start of This Life • Beginning as the Child Actor in This Life • This Life Starts as a Child Actor • This Life Starts as ,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a78a02f64a55128b4a045a/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165702Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=c71fa5ba8c128539e51c2219ad058dec7a327f2558cde39340e8383ccb80bdb5,"Was this life a failure? On the contrary, I like it! Kang Su-hyun, who has failed in everything he has done in life for four years. He finally found his calling as an actor and thought he was seeing the light, but he collided with a truck coming from the opposite side and despaired as death approached...
“Wait a minute, didn’t I die?”
When he regained consciousness, was his appearance reflected in the mirror the cutest version of himself from when he was 5 years old? Yes, in this life I start as a child actor!
Kang Su-hyun's acting career begins.
",[''],korea,"['Shounen', 'Drama', 'Supernatural', 'Slice of Life', 'Manhwa']",True,40
100,65a786b4f64a55128b4a0202,"You Don't Decrypt at All, Do You?",您完全不解密是吗 • Nin Wanquan Bu Jiemi Shi Ma? • Decryption Game,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a786b4f64a55128b4a0202/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=79426b7e77289f485ddc3f29386f5f1d7f9ebb16974e18ee817dd914fa5b0ae5,,['愛のチカラで恋をするのだ'],china,"['Action', 'Fantasy', 'Drama', 'Manhua']",True,64
101,65a77fc0f64a55128b49fac9,Regression of the Shattering Sword,파공검제 • Regressão da Espada Perfuradora • A Regressão da Espada Destruidora,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a77fc0f64a55128b49fac9/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=e1b7574614a75abf5da20f322e4ccc474bc57d93bd0107b4927f17a0179cbf3e,"The ability to perfectly copy martial arts, Superior Interior Power! Qin Tianlang, who was branded as the ""World's Greatest Killer,"" met a miserable death because of this ability. When he woke up, he had possessed the body of his son, Nam Gungcheon, who had committed suicide three days ago. Nam Gungcheon, who had been deeply despised because he was the son of the ""World's Greatest Killer"". ""This time, I will become the ""First Heavenly Dragon"" in my son's name and take revenge on the world.""

",[''],korea,"['Action', 'Fantasy', 'Martial Arts', 'Adventure', 'Manhwa', 'Reincarnation']",True,50
102,65a77eeef64a55128b49fa04,I Will Do Whatever I Want in Ten Thousand Years,After 10000 years I will do whatever I want,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a77eeef64a55128b49fa04/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=e7fbc6c2d4366468a612364815ef4ff00caf46f5bbc2306080a77bfc568ab4f8,"ang Rui was an cultivator 10,000 years ago. The cultivation civilization in Tongxuan Continent 10,000 years ago was extremely prosperous. However, after encountering a catastrophe involving the invasion of extraterrestrial evil spirits, the immortal cultivation civilization in Tongxuan Continent suffered a major setback. Almost all the knowledge and people related to immortal cultivation were annihilated. Wang Rui reborn in the Young master of Wang family, Who has the same name “Wang Rui” as him after 10000 years.
After 10000 years I will do whatever I want is one of a best series that webdexscans are translating and After 10000 years I will do whatever I want is brought by the talented author and the talented artists name , With their gripping storytelling and with the imaginary world building talent, they have crafted a masterpiece that keeps readers engage on their story. After 10000 years I will do whatever I want is also known as . The characters in “After 10000 years I will do whatever I want” are well-developed, emotional resonance , adding depth and relatable to the story. give this series a try, if you like it's concept...
",[''],china,"['Action', 'Fantasy', 'Shounen', 'Drama', 'Martial Arts', 'Manhua']",True,23
103,65a77dfef64a55128b49f928,Dark Fantasy Paladin,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a77dfef64a55128b49f928/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=b75fa574ce74406af267ad1981a2e0b673160169ece12bf90f9e8ddbfdf5806d,"Two years have passed since Eden was trapped in a dark fantasy game set in a medieval world with a reputation for extreme difficulty. He has struggled as a paladin and succeeded in destroying 49 demons, now finally able to proceed with the main story of the game. However, the more he plays, the more irregularities occur and the story and relationships with the NPCs change. Will he be able to prevent the destruction in the game and survive despite the numerous irregularities?

",[''],korea,"['Action', 'Mystery', 'Adventure', 'Manhwa']",True,32
104,65a77d9af64a55128b49f8ff,Reborn As A Big Mouth Flower,"Devour It, Chomper • Infinite Devouring Flower • Reborn as a Big Mouth Flower • Renacido Como Una Flor De Boca Grande • Thôn Phệ Đi Đại Chủy Hoa • Trù",ongoing,https://usc1.contabostorage.com/scraper/mangas/65a77d9af64a55128b49f8ff/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=7ae4626ebe560beb2fd416a4a84dd7798a7af68da8bdbef94071835774d5b4df,"A high school boy died and was reborn as a chomper.
He originally thought he could bask in the sun, drink water and lie down every day, but he discovered that as a plant from another world, he was in danger of being eaten by monsters or poached by hunters to refine medicine at any time.
Fortunately, he has his own ""flower"" system, which continuously integrates the characteristics of other plants, and eventually evolved into the guardian immortal plant of the Giant Continent.
",[''],china,"['Action', 'Fantasy', 'Shounen', 'Drama', 'Manhua']",True,50
105,65a77963f64a55128b49f61e,Creepy Pharmacist: All My Patients are Horrific ,诡异药剂师：我的病人皆为恐怖 • Guiyi Yaoji Shi: Wo De Bingren Jie Wei Kongbu • Mysterious Pharmacist • Creepy Pharmacist: All My Patients Are Horrific • Dược sư kì ,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a77963f64a55128b49f61e/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=3fece06b174669cb62fd9be783ad79b5780dfc169e65e93c4ff75fdf12e03df6,"Will this treacherous darkness swallow you up, or will you survive as a unique existence? Lin En accidentally transmigrated into this monstrous world. As a rare human doctor, every one of his patients was moved by his “gentle” treatment and “sincere” service! “Anesthetics? Maybe next time.” “My knife is quick, it’ll be over soon~” Welcome to Bloodsaw Pharmacy, we will serve you wholeheartedly.

","['一条咸鱼C', 'Aurora (极光动漫)']",china,"['Action', 'Ecchi', 'Drama', 'Supernatural', 'Seinen', 'Manhua', 'Horror']",True,70
106,65a77709f64a55128b49f45c,"Sir, Don't Show Off","公子别秀 • Young Master, Please Don't Show Off • Prince Biexiu • Gong Zi Bie Xiu",ongoing,https://usc1.contabostorage.com/scraper/mangas/65a77709f64a55128b49f45c/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=8efb8d08794d599c5baacec72b694d102694fd4e99cf31a00e627cea298d7bd6,"Lin Xiu, a playboy, was reborn in the body of someone in a different world. He could copy others' abilities when he touched them? That's cool! His road to intimate interactions with others started there... ""Wait! My sister-in-law, don't beat me! I didn't flirt with other girls. I was doing something serious!""
",['びーびーびーといっと!  天神学園浪漫あるばむ'],china,"['Fantasy', 'Drama', 'Manhua', 'Historical']",True,49
107,65a76e5ff64a55128b49eab0,Wandering Witch: The Journey of Elaina,魔女の旅々 • 魔女之旅 • Majo no Tabitabi The Journey of Elaina • Странствия Ведьмы Элейны • Penyihir Pengembara: Perjalanan Elaina • Wandering Witch Elaina,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a76e5ff64a55128b49eab0/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=631ad1f4414b19506bd27af5467a562841388f83da7355663702e31dd2ab896b,"Once upon a time, there was a witch named Elaina, who set off on a journey across the world. Along the way, she would meet all kinds of people, from a country full of witches to a giant in love with his own muscles—but with each meeting, Elaina would become a small part of their story, and her own world would get a little bit bigger.
","['Shiraishi Jougi', 'Nanao Ikki']",japan,"['Action', 'Fantasy', 'Manga', 'Shounen', 'Drama', 'Supernatural', 'Comedy', 'Mystery', 'Psychological', 'Tragedy', 'Slice of Life', 'Adventure', 'Magic']",True,38
108,65a76a79f64a55128b49e98c,Arknights: OPERATORS!,アークナイツ OPERATORS! • Arknights: Operators!,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a76a79f64a55128b49e98c/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=6abc094bcc372e59b5ec92ec42196f197bebcbcdfe0677151402daa0fa5d3d56,,"['Hypergryph', 'Kyo Zip']",japan,"['Fantasy', 'Manga', 'Comedy', 'Sci fi', 'Slice of Life']",True,152
109,65a76a38f64a55128b49e94c,I Became The Game’s Biggest Villain,"网游：因为太浪，我成了全服公敌！ • Wǎngyóu: Yīnwèi Tài Làng, Wǒ Chéngle Quán Fú Gōngdí! • Wangyou: Yinwei Tai Lang, Wo Chengle Quan Fu Gongdi! • I Was Too Crazy, I Be",ongoing,https://usc1.contabostorage.com/scraper/mangas/65a76a38f64a55128b49e94c/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=026fa59accae25e9b5cbc623df2cc77f9a2f1ee95d7f69822de4c58f322031bd,"This is an extremely difficult game. If you don’t have enough abilities, you won’t be able to escape!

","['びーびーびーといっと!  天神学園浪漫あるばむ', 'びーびーびーといっと!  天神学園浪漫あるばむ']",china,"['Action', 'Fantasy', 'Drama', 'Manhua']",True,30
110,65a73045f64a55128b49accc,The Girl I Like Forgot Her Glasses,好きな子がめがねを忘れた • 좋아하는 애가 안경을 깜빡했다 • Suki na Ko ga Megane wo Wasureta • 喜歡的女孩把眼鏡忘記了 • 喜欢的人忘记戴眼镜了 • Sukinako ga Megane wo Wasureta,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a73045f64a55128b49accc/thumb.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=d27ac95739c87c4bae58bedca84150132dd90e4ed2b03e3659b358569f34a026,"Komura is a middle school boy who is head-over-heels in love with his next-seat neighbor Mie, a girl with terrible eyesight who just can't get used to carrying her glasses, often leaving them at home, or accidentally breaking them. He opts to help her as much as he possibly can, and through those efforts, she begins getting acquainted with his kindness. Will she reciprocate?

A delightfully charming romantic comedy about a boy who only has eyes for the girl who always forgets her glasses!

With the new school year comes a new homeroom, new classmates, and a new desk for the timid Komura. But any trepidation he might've felt quickly dissipates when he catches sight of Mie, his new seat neighbor.

Apt to quietly blurt out the most random things, the quirky Mie wears thick glasses that accentuate her lovely eyes, making Komura’s heart skip a beat!

Unfortunately, Mie is pathologically forgetful and can never seem to remember to bring her glasses to class. It's not all bad, though! Her resulting squinty, mean-girl face sends Komura’s heart into overdrive too!

While Komura is keen to help out and share his textbooks with Mie, will his heart give out from the almost daily strain of being up close and personal with his crush?!
",['Fujichika Koume'],japan,"['Manga', 'Romance', 'School Life', 'Comedy', 'Slice of Life']",False,155
111,65a72deaf64a55128b49a9a8,Angels of Death Episode.0 ,Satsuriku no Tenshi: Episode.0 • Angel of Slaughter Episode 0 • Satsuriku no Tenshi Episode.0 • 杀戮的天使 Episode.0 • 殺戮の天使 Episode.0,completed,https://usc1.contabostorage.com/scraper/mangas/65a72deaf64a55128b49a9a8/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=da92db93240c3be6eccf563ddf82e031c05ddb0d2cfa04547bb70a1d54285799,"Prequel: Angels of DeathAs a prison counselor, Daniel Dickens is no stranger to odd encounters with inmates. But when a particularly aggressive prisoner enters his office claiming that his session with a priest left him ""fulfilled,"" Danny, who has led an unsatisfying life, has to know more. During their meeting, Danny finds there's little he can hide from this mysterious clergyman, and when an offer comes his way, he'll have to make a decision that will change his life forever…
","['Sanada Makoto', 'Kudan Nazuka']",japan,"['Action', 'Manga', 'Mystery', 'Psychological', 'Horror']",False,29
112,65a72770f64a55128b49a191,Ore no Buki wa Saijaku Dakedo Level Up suru Rashii,My Weapon Is the Weakest but Apparently It Levels Up • 俺の武器は最弱だけどレベルアップするらしい,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a72770f64a55128b49a191/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=791aba4bc38bdcbacb91d76299deb6fddf4dee2519d6aa6de8c49fee116a9932,"A story about my rise from a humiliating NEET life to the strongest hero! The secret ingredient? The shattered and broken “weakest weapon?!” It turned out to be the only weapon in the world that levels up. Alongside the weakest weapon, this is the story of a ridiculed failure of a protagonist that ends up as a hero that saves the world!

",['愛のチカラで恋をするのだ'],china,"['Action', 'Fantasy', 'Adventure', 'Manhua']",False,16
113,65a72686f64a55128b49a089,The Savior's Bucket List,구원자의 버킷리스트 • Guwonjaui Beokisliseuteu,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a72686f64a55128b49a089/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=e0b7d97e1861e8042b597e1deb13a607824accf68800596570f809082d9817a8,"Yonghak ultimately failed to save the world despite repeated regressions. At the next regression, he decides to quit being a savior. But suddenly, disciples show up, one by one... Will the world be kept safe?! Will the savior be able to fulfill his bucket list of wishes for rest?!

","['Badanangja (바다낭자)', 'Dolla (돌라)']",korea,"['Action', 'Fantasy', 'Drama', 'Manhwa', 'Magic']",False,42
114,65a6c7d2f64a55128b494371,I’m an Ex-class Hunter,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a6c7d2f64a55128b494371/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=da4996dc66adcb770b1a2ffe06ddaa4d9f30e4dd28f17a2971b4e96a5f94e45e,"Eight races join hands against an unknown enemy to challenge it to one final battle… However, the eight races were unfortunately completely annihilated, except for one person, a hero of the human race, Arden. Using his memories from his previous life, Kiritani Sho was reborn into the modern world. While fighting as a hunter, he aims to reunite with his previous comrades. Sho may have lost his powers from his previous life, but he was given a chance to awaken after the death of his friend. Now, he goes on to challenge an unknown monster!
",[''],korea,"['Action', 'Fantasy', 'Comedy', 'Magic', 'Reincarnation']",False,39
115,65a6c4d9f64a55128b4941c6,Returned as a Martial Genius,"I Came Back and I Was a Martial Genius • I Came Back, a Martial Genius • Return of the Martial Arts Genius • Returned as a Martial Arts Genius • When ",ongoing,https://usc1.contabostorage.com/scraper/mangas/65a6c4d9f64a55128b4941c6/thumb.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=398818a133bca3752f61133ac49bba6a6dafe04986a136985cb6842fa6e46ccb,"No matter how much I swung my sword, I, who had no talent, ended up being a disgrace to my family before dying a tragic death after a catastrophe. …Just when I thought I was dead, I returned seven years in the past with all my attributes unlocked.
",[''],korea,"['Action', 'Fantasy', 'Martial Arts', 'Adventure', 'Manhwa']",False,49
116,65a6850ef64a55128b492330,Kagurabachi,Kagura Bachi,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a6850ef64a55128b492330/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=4e037beab210cae457feb65f07f7401cea5d6b24d4d625436cfa3364521c74b6,"Young Chihiro spends his days training under his famous swordsmith father. One day he hopes to become a great sword-maker himself. The goofy father and the serious son--they thought these days would last forever. But suddenly, tragedy strikes. A dark day soaked in blood. Chihiro and his blade now live only for revenge. Epic sword battle action!
",['TAKERU HOKAZONO'],japan,"['Action', 'Manga', 'Supernatural', 'Mystery']",False,43
117,65a65927f64a55128b48f91e,Super Gene,"Super God Gene; Chāojí Shén Jīyīn , Super Gene ,, 超级神基因 ",ongoing,https://usc1.contabostorage.com/scraper/mangas/65a65927f64a55128b48f91e/thumb.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=949932ff539708715732d4955b893622884ed7a0a4653f2e9158f6fbd30f4146,"As foretold, countless alien monsters invaded the world but by eating them, humans can obtain their genes. With this, mankind began a new era of gene evolution. Hansen, a newcomer to the sanctuary is regarded as a ‘crazy devil’ but nobody knows that he is also the ‘B God’ respected by everyone. Hansen: Sorry but only I can get the Super Gene!
",['Twelve Winged Dark Burning Angel'],china,"['Action', 'Shounen', 'Drama', 'Sci fi', 'Manhua']",False,241
118,65a657e3f64a55128b48f750,"I've Been Kicked Out of an S-Rank Guild. But Only I Can Communicate With Dragons. Before I Knew It, I Became the Greatest Dragon KnightREAD CHAPTER LIST I've Been Kicked Out Of An S-Rank Guild. But On",,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a657e3f64a55128b48f750/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=d36f9de375d8fde223a5ed3f15fffbe2b2880212cd8c229515b5f48c50d69202,"A super-class dragoon group-Cyril, a boy who was banished from the S-class guild ""Lindworm"" for some reason. What he had hidden was ... the ability to ""talk"" with the dragons, which was unconventional!Cyril who met unique dragons and launched his own guild. Perhaps because of its extraordinary qualities, the level of the guild soars at the fastest rate in history! Cyril, whose arm was recognized, will make a name for himself as a non-standard dragon knight.
","['Miki Nazuna', 'Hisona']",japan,"['Action', 'Fantasy', 'Shounen', 'Comedy', 'Adventure']",False,22
119,65a65027f64a55128b48f11f,The 31st Piece Overturns the Board, The 31st Piece Turns the Tables ; 31번째 말은 게임판을 뒤엎는다,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a65027f64a55128b48f11f/thumb.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=b7d6f7980349c094b2a3bb35cfa3189e98d8acf957bc77cc51fcc183409a9887,"As a child, I fell into a strange dimension in a dream.
In my dream, I was an adult, dressed in clothes I’d never seen before and wearing a ‘mask’.
‘Now, it’s time to roll the dice.’
And so the dream game that began with the roll of the dice, the ‘World of Eternity’, became my destiny and my life, perhaps even my world itself.
As I rolled the dice with mysterious, nameless people, I was happy and joyous.
","['Wang Mochi', 'Daon Studios']",korea,"['Action', 'Fantasy', 'Shounen', 'Psychological', 'Adventure', 'Manhwa']",False,55
120,65a64ad8f64a55128b48ebd3,How a Former Pro takes advantage by doing an easy job,How a Former Pro takes advantage by doing an easy job / 転生のプロが甘い蜜を吸う方法 / 전생의 프로가 꿀 빠는 법 / How the Pro in His Past Life Sucks the Sweet Honey,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a64ad8f64a55128b48ebd3/thumb.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=3c1055dfc7c88fa55811751e0a01b5eb6e5c2f26fdde184999586fa8a9fbafe2,"Read manhwa How a Former Pro takes advantage by doing an easy job / 転生のプロが甘い蜜を吸う方法 / 전생의 프로가 꿀 빠는 법 / How the Pro in His Past Life Sucks the Sweet HoneyIt’s my 100th life!! This life’s genre is fantasy. By the way, am I a prince? My mother was a maid, and my father is a king. However, I’m just a prince who is born with blood from a lowly class. It’s actually good! Yeah! It’s pretty good to me! There are no followers and no right of succession. I mean, people don’t really care about my existence. ‘This is a place where you can live easily, right?’
",['Updating'],korea,"['Action', 'Fantasy', 'Shounen', 'Adventure', 'Manhwa', 'Reincarnation']",False,78
121,65a63322f64a55128b48d612,Dominating The Town,Lord of War Dominating the Country ; Dominating the Town ; Domineering Dictator ; I Am the Invincible God of War ; Lord of War ; Soy el invencible Dio,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a63322f64a55128b48d612/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=ff5b9187c70660724502de425c558f6fd504beb0e9ca3f1e3f7ad06c21ebd9a2,"hian Tian was abandoned by his father along with his mother and sister. They moved to East China Sea to earn a living, but his mother was murdered and framed to look like a suicide jump off of a building.. Fortunately, a mysterious person rescued him and took him to join the army. After ten years of bloody battlefields and fighting bravely to kill enemies, Zhan Tian ascended from being a border pawn, all the way to being called ‘The God of War’. He lead the iron cavalry under his command to sweep borders, guard territories, drive out the barbarians, and set a world-leading feat. Ten years later, he received an imperial edict and returned to Beijing to report on his duties. Finally, he had the opportunity to make everyone tremble under his feet.
",['Xiaomingtaiji'],china,"['Action', 'Fantasy', 'Adventure', 'Manhua']",False,257
122,65a6204ef64a55128b48c388,Savior of Divine Blood ~Draw Out 0.00000001% To Become the Strongest~,神血の救世主〜0.00000001%を引き当て最強へ〜 ; Kami Chi No Kyuuseishu -0. 00000001% O Hikiate Saikyou E-,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a6204ef64a55128b48c388/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165704Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=2e4c7ef61a8ba175bd8152b614f84ea8e1399ae9d409cd5e9d661e7c4c2ca87a,"A player who can fight creatures from the wonders of another world. The main protagonist, Ariake Subaru, was bullied and was chosen as a player of the “Rainbow” rank, which is neither gold, silver, nor copper. He acquired the skill to freely manipulate blood, and his life and position changed completely. As he continues to fight every day, he gradually earns the title as a “Savior” who will save the world.
A modern battle fantasy from the up-and-coming production team, “Studio No.9”!
",['Etou Shunji'],japan,"['Action', 'Fantasy', 'Manga', 'Shounen', 'Drama']",False,86
